fid,id,cod_ine_mu,cod_ine__1,cod_catast,nom_mun,nom_mun_ca,nom_mun__1,nom_mun_va,nom_mun__2,noms_mun,comarca,provincia,perimetro,area_ha,coord_x,coord_y
282,"1","03027","030279","03027",Beniardà,Beniardà,Beniardà,Beniardà,Beniardà,Beniardà,la Marina Baixa,Alacant/Alicante,21113.599999999998545,1575.019999999999982,742269.905100,4286731.039000
283,"489","03028","030285","03028",Beniarrés,Beniarrés,Beniarrés,Beniarrés,Beniarrés,Beniarrés,el Comtat,Alacant/Alicante,20483.500000000000000,2022.440000000000055,728911.622100,4300730.066000
284,"456","03031","030319","03031",Benidorm,Benidorm,Benidorm,Benidorm,Benidorm,Benidorm,la Marina Baixa,Alacant/Alicante,41899.400000000001455,3849.409999999999854,750188.071200,4271296.262000
285,"499","03033","030330","03033",Benifato,Benifato,Benifato,Benifato,Benifato,Benifato,la Marina Baixa,Alacant/Alicante,15539.399999999999636,1188.809999999999945,740043.328600,4282690.052000
286,"436","03034","030345","03034",Benijófar,Benijófar,Benijófar,Benijófar,Benijófar,Benijófar,el Baix Segura/La Vega Baja,Alacant/Alicante,8847.700000000000728,436.100000000000023,698156.346900,4216537.662000
287,"16","03036","030361","03036",Benillup,Benillup,Benillup,Benillup,Benillup,Benillup,el Comtat,Alacant/Alicante,10656.000000000000000,338.050000000000011,727667.092300,4292999.998000
288,"327","03038","030383","03038",Benimarfull,Benimarfull,Benimarfull,Benimarfull,Benimarfull,Benimarfull,el Comtat,Alacant/Alicante,10389.299999999999272,556.610000000000014,726599.782700,4295077.216000
289,"14","03039","030396","03039",Benimassot,Benimassot,Benimassot,Benimassot,Benimassot,Benimassot,el Comtat,Alacant/Alicante,14027.000000000000000,951.840000000000032,734733.204300,4292926.466000
290,"361","03040","030400","03040",Benimeli,Benimeli,Benimeli,Benimeli,Benimeli,Benimeli,la Marina Alta,Alacant/Alicante,11990.100000000000364,345.839999999999975,757318.439400,4301977.793000
291,"386","03041","030417","03041",Benissa,Benissa,Benissa,Benissa,Benissa,Benissa,la Marina Alta,Alacant/Alicante,54560.800000000002910,6978.819999999999709,764216.183300,4287011.236000
292,"256","03046","030469","03046",Busot,Busot,Busot,Busot,Busot,Busot,l'Alacantí,Alacant/Alicante,28069.700000000000728,3362.900000000000091,725128.851100,4264579.517000
293,"431","03047","030475","03047",Calp,Calp,Calp,Calp,Calp,Calp,la Marina Alta,Alacant/Alicante,34488.900000000001455,2360.079999999999927,764903.457300,4282631.334000
294,"314","03051","030514","03051",el Camp de Mirra,Campo de Mirra,Campo de Mirra,el Camp de Mirra,"Camp de Mirra, el",el Camp de Mirra/Campo de Mirra,l’Alt Vinalopó/El Alto Vinalopó,Alacant/Alicante,26544.299999999999272,2181.789999999999964,691131.458000,4286187.546000
295,"187","03052","030529","03052",Cañada,Cañada,Cañada,Cañada,Cañada,Cañada,l’Alt Vinalopó/El Alto Vinalopó,Alacant/Alicante,24514.099999999998545,1932.549999999999955,689461.813200,4284134.738000
296,"472","03053","030535","03053",Castalla,Castalla,Castalla,Castalla,Castalla,Castalla,l'Alcoià,Alacant/Alicante,56146.199999999997090,11469.299999999999272,702942.357600,4271410.326000
297,"446","03054","030540","03054",Castell de Castells,Castell de Castells,Castell de Castells,Castell de Castells,Castell de Castells,Castell de Castells,la Marina Alta,Alacant/Alicante,28253.700000000000728,4595.760000000000218,744504.397700,4291129.615000
298,"284","03055","030553","03055",Catral,Catral,Catral,Catral,Catral,Catral,el Baix Segura/La Vega Baja,Alacant/Alicante,20331.000000000000000,2002.549999999999955,692977.265800,4225010.136000
299,"86","03056","030566","03056",Cocentaina,Cocentaina,Cocentaina,Cocentaina,Cocentaina,Cocentaina,el Comtat,Alacant/Alicante,38413.000000000000000,5296.739999999999782,721909.317300,4290742.057000
300,"198","03060","030605","03060",Quatretondeta,Quatretondeta,Quatretondeta,Quatretondeta,Quatretondeta,Quatretondeta,el Comtat,Alacant/Alicante,18282.200000000000728,1671.440000000000055,733483.179200,4288751.951000
301,"274","03061","030612","03061",Daya Nueva,Daya Nueva,Daya Nueva,Daya Nueva,Daya Nueva,Daya Nueva,el Baix Segura/La Vega Baja,Alacant/Alicante,11219.399999999999636,717.220000000000027,696113.798100,4220380.219000
302,"483","03062","030627","03062",Daya Vieja,Daya Vieja,Daya Vieja,Daya Vieja,Daya Vieja,Daya Vieja,el Baix Segura/La Vega Baja,Alacant/Alicante,7314.000000000000000,314.529999999999973,698580.918100,4219978.429000
303,"85","03063","030633","03063",Dénia,Dénia,Dénia,Dénia,Dénia,Dénia,la Marina Alta,Alacant/Alicante,98959.699999999997090,6626.779999999999745,767367.002100,4301772.843000
304,"167","03064","030648","03064",Dolores,Dolores,Dolores,Dolores,Dolores,Dolores,el Baix Segura/La Vega Baja,Alacant/Alicante,21253.000000000000000,1865.670000000000073,696752.139700,4223612.775000
305,"521","03068","030686","03068",Famorca,Famorca,Famorca,Famorca,Famorca,Famorca,el Comtat,Alacant/Alicante,12931.000000000000000,973.009999999999991,739865.860800,4290495.318000
306,"403","03069","030699","03069",Finestrat,Finestrat,Finestrat,Finestrat,Finestrat,Finestrat,la Marina Baixa,Alacant/Alicante,29623.599999999998545,4226.529999999999745,743630.031200,4273233.531000
307,"336","03077","030778","03077",el Fondó de les Neus,Hondón de las Nieves,Hondón de las Nieves,el Fondó de les Neus,"Fondó de les Neus, el",el Fondó de les Neus/Hondón de las Nieves,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,36764.800000000002910,6887.770000000000437,684040.563400,4242059.775000
308,"207","03079","030797","03079",Ibi,Ibi,Ibi,Ibi,Ibi,Ibi,l'Alcoià,Alacant/Alicante,31175.299999999999272,6248.250000000000000,712145.229800,4277968.157000
309,"351","03080","030801","03080",Jacarilla,Jacarilla,Jacarilla,Jacarilla,Jacarilla,Jacarilla,el Baix Segura/La Vega Baja,Alacant/Alicante,18441.799999999999272,1220.509999999999991,688501.527000,4213311.246000
310,"132","03081","030818","03081",Xaló,Xaló,Xaló,Xaló,Xaló,Xaló,la Marina Alta,Alacant/Alicante,31698.400000000001455,3462.929999999999836,758144.039600,4289060.390000
311,"495","03082","030823","03082",Xàbia,Jávea,Jávea,Xàbia,Xàbia,Xàbia/Jávea,la Marina Alta,Alacant/Alicante,63658.599999999998545,6893.840000000000146,774816.145400,4295714.887000
312,"367","03084","030844","03084",l'Orxa,Lorcha,Lorcha,l' Orxa,"Orxa, l'",l'Orxa/Lorcha,el Comtat,Alacant/Alicante,24635.000000000000000,3179.800000000000182,733557.376000,4303539.156000
313,"291","03085","030857","03085",Llíber,Llíber,Llíber,Llíber,Llíber,Llíber,la Marina Alta,Alacant/Alicante,26935.099999999998545,2200.289999999999964,761492.680100,4291064.171000
314,"36","03086","030860","03086",Millena,Millena,Millena,Millena,Millena,Millena,el Comtat,Alacant/Alicante,16194.700000000000728,977.720000000000027,727851.022400,4291227.019000
315,"209","03091","030916","03091",Murla,Murla,Murla,Murla,Murla,Murla,la Marina Alta,Alacant/Alicante,11823.799999999999272,581.769999999999982,753962.766200,4294856.382000
316,"377","03092","030921","03092",Muro de Alcoy,Muro de Alcoy,Muro de Alcoy,Muro de Alcoy,Muro de Alcoy,Muro de Alcoy,el Comtat,Alacant/Alicante,31149.200000000000728,3024.780000000000200,721817.116400,4296427.818000
317,"42","03095","030955","03095",Ondara,Ondara,Ondara,Ondara,Ondara,Ondara,la Marina Alta,Alacant/Alicante,20287.599999999998545,1035.420000000000073,761737.058400,4301898.834000
318,"75","03096","030968","03096",Onil,Onil,Onil,Onil,Onil,Onil,l'Alcoià,Alacant/Alicante,33675.300000000002910,4836.520000000000437,703586.706400,4278684.852000
319,"152","03097","030974","03097",Orba,Orba,Orba,Orba,Orba,Orba,la Marina Alta,Alacant/Alicante,26199.500000000000000,1774.380000000000109,754837.067300,4297016.312000
320,"352","03099","030993","03099",Orihuela,Orihuela,Orihuela,Orihuela,Orihuela,Orihuela,el Baix Segura/La Vega Baja,Alacant/Alicante,236527.399999999994179,36556.019999999996799,683401.209400,4215325.879000
321,"316","03100","031007","03100",Parcent,Parcent,Parcent,Parcent,Parcent,Parcent,la Marina Alta,Alacant/Alicante,15018.299999999999272,1178.289999999999964,754329.927600,4291902.031000
322,"165","03101","031014","03101",Pedreguer,Pedreguer,Pedreguer,Pedreguer,Pedreguer,Pedreguer,la Marina Alta,Alacant/Alicante,24793.900000000001455,2962.900000000000091,763286.876600,4298228.457000
323,"296","03105","031053","03105",el Pinós,Pinoso,Pinoso,el Pinós,"Pinós, el","Pinós, el/Pinoso",el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,59606.300000000002910,12641.840000000000146,672076.426400,4253394.243000
324,"146","03107","031072","03107",Polop,Polop,Polop,Polop,Polop,Polop,la Marina Baixa,Alacant/Alicante,22524.099999999998545,2257.539999999999964,747909.307600,4278541.453000
325,"27","03109","031091","03109",Rafal,Rafal,Rafal,Rafal,Rafal,Rafal,el Baix Segura/La Vega Baja,Alacant/Alicante,6594.399999999999636,156.460000000000008,688501.260800,4219778.993000
326,"34","03112","031127","03112",Relleu,Relleu,Relleu,Relleu,Relleu,Relleu,la Marina Baixa,Alacant/Alicante,41106.400000000001455,7683.000000000000000,731774.948000,4272564.172000
327,"313","03115","031151","03115",Sagra,Sagra,Sagra,Sagra,Sagra,Sagra,la Marina Alta,Alacant/Alicante,11704.000000000000000,562.940000000000055,754660.994800,4300684.874000
328,"17","03116","031164","03116",Salinas,Salinas,Salinas,Salinas,Salinas,Salinas,l’Alt Vinalopó/El Alto Vinalopó,Alacant/Alicante,32093.200000000000728,6202.180000000000291,682193.271200,4264252.168000
329,"267","03118","031186","03118",San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,San Fulgencio,el Baix Segura/La Vega Baja,Alacant/Alicante,20941.299999999999272,2070.559999999999945,702241.280500,4222209.957000
330,"398","03121","031210","03121",Santa Pola,Santa Pola,Santa Pola,Santa Pola,Santa Pola,Santa Pola,el Baix Vinalopó,Alacant/Alicante,53891.500000000000000,5831.140000000000327,712134.601100,4231169.032000
331,"325","03123","031231","03123",Sax,Sax,Sax,Sax,Sax,Sax,l’Alt Vinalopó/El Alto Vinalopó,Alacant/Alicante,31475.200000000000728,6347.090000000000146,690556.778600,4268936.885000
332,"172","03124","031246","03124",Sella,Sella,Sella,Sella,Sella,Sella,la Marina Baixa,Alacant/Alicante,29639.500000000000000,3885.309999999999945,736912.821500,4277887.087000
333,"7","03125","031259","03125",Senija,Senija,Senija,Senija,Senija,Senija,la Marina Alta,Alacant/Alicante,11104.100000000000364,479.089999999999975,764619.915900,4291708.309000
334,"157","03127","031278","03127",Tàrbena,Tàrbena,Tàrbena,Tàrbena,Tàrbena,Tàrbena,la Marina Baixa,Alacant/Alicante,28588.299999999999272,3169.510000000000218,752469.871000,4288285.307000
335,"283","03128","031284","03128",Teulada,Teulada,Teulada,Teulada,Teulada,Teulada,la Marina Alta,Alacant/Alicante,35015.400000000001455,3233.920000000000073,770804.128800,4289413.809000
336,"406","03129","031297","03129",Tibi,Tibi,Tibi,Tibi,Tibi,Tibi,l'Alcoià,Alacant/Alicante,35718.300000000002910,7040.289999999999964,709721.673300,4266419.279000
337,"481","03130","031301","03130",Tollos,Tollos,Tollos,Tollos,Tollos,Tollos,el Comtat,Alacant/Alicante,19412.799999999999272,1598.390000000000100,739167.096600,4294042.837000
338,"114","03131","031318","03131",Tormos,Tormos,Tormos,Tormos,Tormos,Tormos,la Marina Alta,Alacant/Alicante,14441.799999999999272,535.820000000000050,754192.833600,4299078.385000
339,"376","03132","031323","03132",la Torre de les Maçanes,Torremanzanas,Torremanzanas,la Torre de les Maçanes,"Torre de les Maçanes, la",la Torre de les Maçanes/Torremanzanas,l'Alacantí,Alacant/Alicante,29947.200000000000728,3649.619999999999891,725403.208000,4276105.745000
340,"214","03133","031339","03133",Torrevieja,Torrevieja,Torrevieja,Torrevieja,Torrevieja,Torrevieja,el Baix Segura/La Vega Baja,Alacant/Alicante,59180.800000000002910,7192.600000000000364,701537.591900,4208337.869000
341,"387","03137","031376","03137",la Vall de Laguar,la Vall de Laguar,"Vall de Laguar, la",la Vall de Laguar,"Vall de Laguar, la",la Vall de Laguar,la Marina Alta,Alacant/Alicante,24370.900000000001455,2307.150000000000091,749249.449400,4295725.195000
342,"171","03140","031409","03140",Villena,Villena,Villena,Villena,Villena,Villena,l’Alt Vinalopó/El Alto Vinalopó,Alacant/Alicante,96785.000000000000000,34505.819999999999709,681569.755700,4278219.382000
343,"144","03902","039021","03142",Pilar de la Horadada,Pilar de la Horadada,Pilar de la Horadada,Pilar de la Horadada,Pilar de la Horadada,Pilar de la Horadada,el Baix Segura/La Vega Baja,Alacant/Alicante,48193.699999999997090,7782.710000000000036,690830.545300,4196925.262000
344,"382","03903","039037","03141",Los Montesinos,Los Montesinos,"Montesinos, Los",Los Montesinos,"Montesinos, Los",Los Montesinos,el Baix Segura/La Vega Baja,Alacant/Alicante,21322.299999999999272,1499.259999999999991,697041.755700,4210933.767000
345,"482","12001","120017","12001",Atzeneta del Maestrat,Atzeneta del Maestrat,Atzeneta del Maestrat,Atzeneta del Maestrat,Atzeneta del Maestrat,Atzeneta del Maestrat,l'Alt Maestrat,Castelló/Castellón,54853.000000000000000,7119.989999999999782,739414.647400,4457619.046000
346,"443","12004","120043","12004",Alcalà de Xivert,Alcalà de Xivert,Alcalà de Xivert,Alcalà de Xivert,Alcalà de Xivert,Alcalà de Xivert,el Baix Maestrat,Castelló/Castellón,66748.699999999997090,16765.040000000000873,774648.362100,4465604.136000
347,"458","12005","120056","12005",l'Alcora,l'Alcora,"Alcora, l'",l'Alcora,"Alcora, l'",l'Alcora,l'Alcalatén,Castelló/Castellón,46262.099999999998545,9523.180000000000291,737425.141300,4438759.591000
348,"337","12007","120075","12007",Alfondeguilla,Alfondeguilla,Alfondeguilla,Alfondeguilla,Alfondeguilla,Alfondeguilla,la Plana Baixa,Castelló/Castellón,25973.400000000001455,2834.269999999999982,732608.971500,4413374.801000
349,"364","12009","120094","12009",Almassora,Almassora,Almassora,Almassora,Almassora,Almassora,la Plana Alta,Castelló/Castellón,37195.099999999998545,3318.210000000000036,750478.856400,4426455.661000
350,"92","12010","120108","12010",Almedíjar,Almedíjar,Almedíjar,Almedíjar,Almedíjar,Almedíjar,El Alto Palancia,Castelló/Castellón,20021.599999999998545,2090.659999999999854,721681.335900,4416804.350000
351,"520","12012","120120","12012",Altura,Altura,Altura,Altura,Altura,Altura,El Alto Palancia,Castelló/Castellón,47933.199999999997090,12943.760000000000218,706739.682300,4410009.809000
352,"348","12015","120154","12015",Argelita,Argelita,Argelita,Argelita,Argelita,Argelita,El Alto Mijares,Castelló/Castellón,19703.000000000000000,1547.700000000000045,726766.924000,4438590.052000
353,"253","12016","120167","12016",Artana,Artana,Artana,Artana,Artana,Artana,la Plana Baixa,Castelló/Castellón,25958.000000000000000,3634.869999999999891,735412.221900,4419769.619000
354,"480","12017","120173","12017",Ayódar,Ayódar,Ayódar,Ayódar,Ayódar,Ayódar,El Alto Mijares,Castelló/Castellón,23579.799999999999272,2437.460000000000036,723258.487100,4430149.028000
355,"2","12018","120189","12018",Azuébar,Azuébar,Azuébar,Azuébar,Azuébar,Azuébar,El Alto Palancia,Castelló/Castellón,22457.200000000000728,2341.130000000000109,725309.158900,4414501.046000
356,"80","12020","120206","12020",Barracas,Barracas,Barracas,Barracas,Barracas,Barracas,El Alto Palancia,Castelló/Castellón,31318.700000000000728,4215.670000000000073,696670.902100,4430174.770000
357,"68","12021","120213","12021",Betxí,Betxí,Betxí,Betxí,Betxí,Betxí,la Plana Baixa,Castelló/Castellón,18823.200000000000728,2140.179999999999836,739623.121200,4422789.484000
358,"282","12024","120249","12024",Benafer,Benafer,Benafer,Benafer,Benafer,Benafer,El Alto Palancia,Castelló/Castellón,29843.599999999998545,1703.680000000000064,704473.483800,4427171.095000
359,"139","12029","120290","12029",Benlloc,Benlloc,Benlloc,Benlloc,Benlloc,Benlloc,la Plana Alta,Castelló/Castellón,44359.000000000000000,4356.109999999999673,760226.491100,4455304.996000
360,"40","12031","120311","12031",Borriol,Borriol,Borriol,Borriol,Borriol,Borriol,la Plana Alta,Castelló/Castellón,37324.900000000001455,6160.170000000000073,749917.339500,4437487.344000
361,"18","12032","120326","12032",Borriana,Burriana,Burriana,Borriana,Borriana,Borriana/Burriana,la Plana Baixa,Castelló/Castellón,40859.300000000002910,4689.829999999999927,750136.957400,4419628.843000
362,"38","12033","120332","12033",Cabanes,Cabanes,Cabanes,Cabanes,Cabanes,Cabanes,la Plana Alta,Castelló/Castellón,51806.800000000002910,13159.000000000000000,763541.235000,4448367.765000
363,"518","12042","120424","12042",Catí,Catí,Catí,Catí,Catí,Catí,l'Alt Maestrat,Castelló/Castellón,59493.300000000002910,10242.969999999999345,756006.176900,4484807.897000
364,"136","12044","120445","12044",Cervera del Maestre,Cervera del Maestre,Cervera del Maestre,Cervera del Maestre,Cervera del Maestre,Cervera del Maestre,el Baix Maestrat,Castelló/Castellón,40028.099999999998545,9335.229999999999563,778379.895500,4482151.393000
365,"502","12045","120458","12045",Cinctorres,Cinctorres,Cinctorres,Cinctorres,Cinctorres,Cinctorres,els Ports,Castelló/Castellón,32641.299999999999272,3508.360000000000127,735341.308500,4495430.966000
366,"359","12046","120461","12046",Cirat,Cirat,Cirat,Cirat,Cirat,Cirat,El Alto Mijares,Castelló/Castellón,28647.200000000000728,4111.430000000000291,717034.361100,4436537.768000
367,"250","12048","120483","12048",Cortes de Arenoso,Cortes de Arenoso,Cortes de Arenoso,Cortes de Arenoso,Cortes de Arenoso,Cortes de Arenoso,El Alto Mijares,Castelló/Castellón,44075.400000000001455,8046.020000000000437,710412.719200,4449723.118000
368,"471","12050","120509","12050",les Coves de Vinromà,les Coves de Vinromà,"Coves de Vinromà, les",les Coves de Vinromà,"Coves de Vinromà, les",les Coves de Vinromà,la Plana Alta,Castelló/Castellón,62481.599999999998545,13656.340000000000146,764945.697200,4468357.253000
369,"439","12052","120521","12052",Xert,Xert,Xert,Xert,Xert,Xert,el Baix Maestrat,Castelló/Castellón,43491.900000000001455,8259.299999999999272,765471.200700,4491735.439000
370,"289","12059","120593","12059",Fanzara,Fanzara,Fanzara,Fanzara,Fanzara,Fanzara,El Alto Mijares,Castelló/Castellón,27345.000000000000000,3499.190000000000055,729138.062700,4432597.692000
371,"96","12060","120607","12060",Figueroles,Figueroles,Figueroles,Figueroles,Figueroles,Figueroles,l'Alcalatén,Castelló/Castellón,16910.700000000000728,1209.509999999999991,736674.882100,4445485.148000
372,"474","12063","120635","12063",Fuente la Reina,Fuente la Reina,Fuente la Reina,Fuente la Reina,Fuente la Reina,Fuente la Reina,El Alto Mijares,Castelló/Castellón,15771.899999999999636,741.940000000000055,703927.728800,4436828.408000
373,"60","12070","120705","12070",la Jana,la Jana,"Jana, la",la Jana,"Jana, la",la Jana,el Baix Maestrat,Castelló/Castellón,19516.599999999998545,1952.410000000000082,774430.393600,4488548.346000
374,"441","12074","120748","12074",la Llosa,la Llosa,"Llosa, la",la Llosa,"Llosa, la",la Llosa,la Plana Baixa,Castelló/Castellón,16923.599999999998545,997.929999999999950,739621.185500,4405663.479000
375,"515","12075","120751","12075",la Mata de Morella,la Mata de Morella,"Mata de Morella, la",la Mata de Morella,"Mata de Morella, la",la Mata de Morella,els Ports,Castelló/Castellón,23526.700000000000728,1516.750000000000000,730301.052900,4499191.976000
376,"503","12077","120770","12077",Moncofa,Moncofa,Moncofa,Moncofa,Moncofa,Moncofa,la Plana Baixa,Castelló/Castellón,17719.900000000001455,1434.750000000000000,743755.818300,4409311.596000
377,"263","12079","120799","12079",Montanejos,Montanejos,Montanejos,Montanejos,Montanejos,Montanejos,El Alto Mijares,Castelló/Castellón,31664.200000000000728,3781.000000000000000,710201.674600,4438367.571000
378,"53","12080","120803","12080",Morella,Morella,Morella,Morella,Morella,Morella,els Ports,Castelló/Castellón,149179.299999999988358,41382.599999999998545,747464.212100,4498228.632000
379,"0","12081","120810","12081",Navajas,Navajas,Navajas,Navajas,Navajas,Navajas,El Alto Palancia,Castelló/Castellón,10747.100000000000364,788.860000000000014,713735.386600,4417587.201000
380,"225","12082","120825","12082",Nules,Nules,Nules,Nules,Nules,Nules,la Plana Baixa,Castelló/Castellón,49125.900000000001455,4988.140000000000327,743003.302500,4415265.333000
381,"356","12088","120884","12088",Pavías,Pavías,Pavías,Pavías,Pavías,Pavías,El Alto Palancia,Castelló/Castellón,16811.799999999999272,1441.630000000000109,715067.307800,4427472.039000
382,"240","12089","120897","12089",Peníscola,Peñíscola,Peñíscola,Peníscola,Peníscola,Peníscola/Peñíscola,el Baix Maestrat,Castelló/Castellón,51817.300000000002910,7910.359999999999673,784928.473200,4472786.021000
383,"533","12090","120901","12090",Pina de Montalgrao,Pina de Montalgrao,Pina de Montalgrao,Pina de Montalgrao,Pina de Montalgrao,Pina de Montalgrao,El Alto Palancia,Castelló/Castellón,29614.000000000000000,3177.039999999999964,700593.809500,4431993.112000
384,"394","12091","120918","12091",Portell de Morella,Portell de Morella,Portell de Morella,Portell de Morella,Portell de Morella,Portell de Morella,els Ports,Castelló/Castellón,46010.599999999998545,4970.640000000000327,731361.445400,4491201.890000
385,"128","12093","120939","12093",La Pobla de Benifassà,La Pobla de Benifassà,"Pobla de Benifassà, La",La Pobla de Benifassà,"Pobla de Benifassà, La",La Pobla de Benifassà,el Baix Maestrat,Castelló/Castellón,59522.099999999998545,13614.399999999999636,767478.838100,4508700.885000
386,"123","12094","120944","12094",la Pobla Tornesa,la Pobla Tornesa,"Pobla Tornesa, la",la Pobla Tornesa,"Pobla Tornesa, la",la Pobla Tornesa,la Plana Alta,Castelló/Castellón,27122.200000000000728,2593.269999999999982,755608.111700,4443552.976000
387,"492","12096","120960","12096",Rossell,Rossell,Rossell,Rossell,Rossell,Rossell,el Baix Maestrat,Castelló/Castellón,43445.800000000002910,7495.140000000000327,772760.152400,4501826.594000
388,"9","12100","121009","12100",Sant Mateu,Sant Mateu,Sant Mateu,Sant Mateu,Sant Mateu,Sant Mateu,el Baix Maestrat,Castelló/Castellón,34822.900000000001455,6483.439999999999600,769101.116400,4484305.457000
389,"374","12101","121016","12101",San Rafael del Río,San Rafael del Río,San Rafael del Río,San Rafael del Río,San Rafael del Río,San Rafael del Río,el Baix Maestrat,Castelló/Castellón,24988.000000000000000,2113.829999999999927,782584.334600,4499105.807000
390,"395","12102","121021","12102",Santa Magdalena de Pulpis,Santa Magdalena de Pulpis,Santa Magdalena de Pulpis,Santa Magdalena de Pulpis,Santa Magdalena de Pulpis,Santa Magdalena de Pulpis,el Baix Maestrat,Castelló/Castellón,37285.500000000000000,6656.220000000000255,777901.217900,4474491.939000
391,"315","12106","121068","12106",Soneja,Soneja,Soneja,Soneja,Soneja,Soneja,El Alto Palancia,Castelló/Castellón,32934.000000000000000,2898.559999999999945,724555.813400,4411022.821000
392,"228","12107","121074","12107",Sot de Ferrer,Sot de Ferrer,Sot de Ferrer,Sot de Ferrer,Sot de Ferrer,Sot de Ferrer,El Alto Palancia,Castelló/Castellón,12831.600000000000364,863.519999999999982,722476.793800,4408976.332000
393,"105","12108","121080","12108",Suera,Sueras,Sueras,Suera,Suera,Suera/Sueras,la Plana Baixa,Castelló/Castellón,21417.599999999998545,2222.909999999999854,726081.363500,4425979.157000
394,"106","12111","121114","12111",Tírig,Tírig,Tírig,Tírig,Tírig,Tírig,l'Alt Maestrat,Castelló/Castellón,35539.800000000002910,4237.390000000000327,760454.786300,4480343.995000
395,"297","12113","121135","12113",Toga,Toga,Toga,Toga,Toga,Toga,El Alto Mijares,Castelló/Castellón,20189.200000000000728,1353.009999999999991,723839.646700,4436778.143000
396,"254","12116","121166","12116",Torralba del Pinar,Torralba del Pinar,Torralba del Pinar,Torralba del Pinar,Torralba del Pinar,Torralba del Pinar,El Alto Mijares,Castelló/Castellón,21469.900000000001455,2120.059999999999945,717767.645400,4430305.261000
397,"61","12117","121172","12117",Torreblanca,Torreblanca,Torreblanca,Torreblanca,Torreblanca,Torreblanca,la Plana Alta,Castelló/Castellón,23823.000000000000000,2975.139999999999873,772459.321100,4455970.090000
398,"511","12118","121188","12118",Torrechiva,Torrechiva,Torrechiva,Torrechiva,Torrechiva,Torrechiva,El Alto Mijares,Castelló/Castellón,14972.500000000000000,1185.220000000000027,721436.742500,4436437.892000
399,"419","12120","121205","12120",la Torre d'en Doménec,la Torre d'en Doménec,"Torre d'en Doménec, la",la Torre d'en Doménec,"Torre d'en Doménec, la",la Torre d'en Doménec,la Plana Alta,Castelló/Castellón,7560.800000000000182,318.850000000000023,761275.407000,4462050.934000
400,"219","12121","121212","12121",Traiguera,Traiguera,Traiguera,Traiguera,Traiguera,Traiguera,el Baix Maestrat,Castelló/Castellón,49889.000000000000000,5994.310000000000400,780994.232900,4494002.081000
401,"215","12125","121251","12125",Vall de Almonacid,Vall de Almonacid,Vall de Almonacid,Vall de Almonacid,Vall de Almonacid,Vall de Almonacid,El Alto Palancia,Castelló/Castellón,20856.599999999998545,2112.780000000000200,717301.815000,4419512.556000
402,"257","12127","121270","12127",Vallibona,Vallibona,Vallibona,Vallibona,Vallibona,Vallibona,els Ports,Castelló/Castellón,45184.599999999998545,9145.020000000000437,761309.533000,4499830.070000
403,"404","12128","121286","12128",Vilafamés,Vilafamés,Vilafamés,Vilafamés,Vilafamés,Vilafamés,la Plana Alta,Castelló/Castellón,47286.900000000001455,7059.710000000000036,749588.029900,4445384.915000
404,"464","12129","121299","12129",Vilafranca,Villafranca del Cid,Villafranca del Cid,Vilafranca,Vilafranca,Vilafranca/Villafranca del Cid,els Ports,Castelló/Castellón,52674.500000000000000,9361.020000000000437,732113.102700,4479245.725000
405,"275","12130","121303","12130",Villahermosa del Río,Villahermosa del Río,Villahermosa del Río,Villahermosa del Río,Villahermosa del Río,Villahermosa del Río,El Alto Mijares,Castelló/Castellón,47045.099999999998545,10888.840000000000146,719321.903100,4453776.417000
406,"405","12131","121310","12131",Villamalur,Villamalur,Villamalur,Villamalur,Villamalur,Villamalur,El Alto Mijares,Castelló/Castellón,20949.400000000001455,1948.269999999999982,721489.369600,4426418.921000
407,"309","12132","121325","12132",Vilanova d'Alcolea,Vilanova d'Alcolea,Vilanova d'Alcolea,Vilanova d'Alcolea,Vilanova d'Alcolea,Vilanova d'Alcolea,la Plana Alta,Castelló/Castellón,45513.900000000001455,6847.159999999999854,762889.469600,4458909.087000
408,"335","12133","121331","12133",Villanueva de Viver,Villanueva de Viver,Villanueva de Viver,Villanueva de Viver,Villanueva de Viver,Villanueva de Viver,El Alto Mijares,Castelló/Castellón,12991.500000000000000,586.870000000000005,701412.632600,4436849.774000
409,"234","12134","121346","12134",Vilar de Canes,Vilar de Canes,Vilar de Canes,Vilar de Canes,Vilar de Canes,Vilar de Canes,l'Alt Maestrat,Castelló/Castellón,18552.299999999999272,1592.200000000000045,749406.342300,4471205.208000
410,"487","12137","121378","12137",Villores,Villores,Villores,Villores,Villores,Villores,els Ports,Castelló/Castellón,10596.700000000000728,530.820000000000050,735845.441700,4506915.823000
411,"149","12142","121423","12142",Zucaina,Zucaina,Zucaina,Zucaina,Zucaina,Zucaina,El Alto Mijares,Castelló/Castellón,33937.000000000000000,5158.810000000000400,717500.226500,4445492.398000
412,"216","46004","460044","46004",Agullent,Agullent,Agullent,Agullent,Agullent,Agullent,la Vall d'Albaida,València/Valencia,19901.900000000001455,1624.400000000000091,711954.299000,4301280.080000
413,"380","46005","460057","46005",Alaquàs,Alaquàs,Alaquàs,Alaquàs,Alaquàs,Alaquàs,l'Horta Sud,València/Valencia,12302.500000000000000,386.089999999999975,717651.357900,4369949.251000
